GeneSymbol,EntrezID
CWF19L1,55280
BLOC1S2,282991
PKD2L1,9033
SEC31B,25956
NDUFB8,4714
MRPL43,84545
PDZD7,79955
LBX1,10660
POLL,27343
FBXW4,6468
FGF8,2253
NPM3,10360
MGEA5,10724
KCNIP2,30819
C10orf76,79591
LDB1,8861
PITX3,5309
PSD,5662
CUEDC2,79004
C10orf95,79946
ACTR1A,10121
ARL3,403
CYP17A1,1586
NT5C2,22978
PCGF6,84108
USMG5,84833
CALHM2,51063
CALHM1,255022
CALHM3,119395
SH3PXD2A,9644
SH3PXD2A,9644
OBFC1,79991
COL17A1,1308
C10orf79,80217
ITPRIP,85450
SORCS1,114815
XPNPEP1,7511
SMNDC1,10285
GPAM,57678
ZDHHC6,64429
NRAP,4892
DCLRE1A,9937
C10orf118,55088
AFAP1L2,84632
ABLIM1,3983
GFRA1,2674
C10orf82,143379
HSPA12A,259217
KIAA1598,57698
VAX1,11023
PDZD8,118987
RAB11FIP2,22841
C10orf84,63877
PRLHR,2834
C10orf46,143384
EIF3A,8661
SFXN4,119559
PRDX3,10935
RGS10,6001
TIAL1,7073
C10orf119,79892
RPL21P28,100131205
FGFR2,2263
ATE1,11101
NSMCE4A,54780
CUZD1,50624
C10orf88,80007
IKZF5,64376
CPXM2,119587
OAT,4942
FAM53B,9679
METTL10,399818
CTBP2,1488
FLJ40536,399819
ALDOA,226
MMP21,118856
UROS,7390
DHX32,55760
ADAM12,8038
C10orf90,118611
CLRN3,119467
MKI67,4288
TCERG1L,256536
FLJ46300,399827
BNIP3,664
STK32C,282974
NKX6-2,84504
C10orf92,54777
C10orf93,255352
ADAM8,101
TUBGCP2,10844
CALY,50632
C10orf125,282969
ECHS1,1892
SYCE1,93426
SPRNP1,399833
SCGB1C1,147199
ODF3,113746
RIC8A,60626
PSMD13,5719
NLRP6,171389
ATHL1,80162
IFITM2,10581
IFITM1,8519
B4GALNT4,338707
PKP3,11187
PTDSS2,81490
LRRC56,115399
RASSF7,8045
DRD4,1815
TMEM80,283232
EPS8L2,64787
TALDO1,6888
NS3BP,171391
RPLP2,6181
PNPLA2,57104
EFCAB4A,283229
CD151,977
TSPAN4,7106
AP2A2,161
BRSK2,9024
KRTAP5-1,387264
KRTAP5-5,439915
KRTAP5-6,440023
SYT8,90019
TNNI2,7136
LSP1,4046
TNNT3,7140
MRPL23,6150
IGF2AS,51214
TSPAN32,10077
CD81,975
TSSC4,10078
KCNQ1,3784
KCNQ1DN,55539
SLC22A18,5002
C11orf36,283303
LOC348926,348926
ART1,417
PGAP2,27315
STIM1,6786
RRM1,6240
OR52K2,119774
OR52K1,390036
OR52M1,119772
OR52I2,143502
OR51D1,390038
OR51E1,143503
MMP26,56547
OR51F2,119694
OR51T1,401665
OR51A7,119687
OR51L1,119682
OR52J3,119679
OR51B6,390058
OR51M1,390059
OR51Q1,390061
OR51I2,390064
OR52D1,390066
OR52B6,340980
TRIM6-TRIM34,445372
TRIM22,10346
OR56B1,387748
OR52N4,390072
OR52N2,390077
OR52E4,390081
OR52E5,390082
OR56A3,390083
OR56B4,196335
OR52W1,120787
C11orf42,160298
CCKBR,887
SMPD1,6609
FXC1,26515
DNHD1,144132
DNHD1,144132
ILK,3611
OR2AG1,144125
OR10A5,144124
OR10A2,341276
OR10A4,283297
OR2D3,120775
ZNF215,7762
NLRP14,338323
RBMXL2,27288
SYT9,143425
OLFML1,283298
PPFIBP2,8495
EIF3F,8665
TUB,7275
RPL27A,6157
RPL27A,6157
C11orf17,56672
FLJ46111,283102
IPO7,10527
ZNF143,7702
WEE1,7465
SWAP70,23075
ADM,133
AMPD3,272
LOC100129827,100129827
CTR9,9646
USP47,55031
DKK3,27122
MICAL2,9645
MICALCL,84953
PARVA,55742
TEAD1,7003
TEAD1,7003
ARNTL,406
FAR1,84188
SPON1,10418
PDE3B,5140
CALCB,797
C11orf58,10944
NUCB2,4925
MYOD1,4654
KCNC1,3746
MRGPRX3,117195
MRGPRX4,117196
GLTP,51228
ST13,6767
SAA1,6288
GTF2H1,2965
LDHA,3939
LDHC,3948
LDHAL6A,160287
TMEM86A,144110
ZDHHC13,54503
NAV2,89797
HTATIP2,10553
PRMT3,10196
SLC6A5,9152
NELL1,4745
ANO5,203859
SLC17A6,57084
GAS2,2620
LUZP2,338645
ANO3,63982
FIBIN,387758
BBOX1,8424
METT5D1,196074
FSHB,2488
EIF2AK2,5610
DNAJC24,120526
ELP4,26610
RCN1,5954
WT1-AS,51352
EIF3M,10480
PRRG4,79056
QSER1,79832
DEPDC7,91614
TCP11L1,55346
HIPK3,10114
C11orf41,25758
CAPRIN1,4076
NAT10,55226
CAT,847
EHF,26298
PDHX,8050
CD44,960
FJX1,24147
TRIM44,54765
LDLRAD3,143458
PRR5L,79899
RAG1,5896
C11orf74,119710
API5,8539
TTC17,55761
HSD17B12,51144
ALKBH3,221120
ACCS,84680
EXT2,2132
CD82,3732
TSPAN18,90139
PRDM11,56981
FLJ41423,399886
DKFZp779M0652,374387
SLC35C1,55343
CRY2,1408
MAPK8IP1,9479
GYLTL1B,120071
CREB3L1,90993
DGKZ,8525
MDK,4192
ATG13,9776
ZNF408,79797
F2,2147
C11orf49,79096
DDB2,1643
NR1H3,10062
MADD,8567
SLC39A13,91252
PTPMT1,114971
NDUFS3,4722
PTPRJ,5795
OR4X2,119764
OR4X1,390113
OR4S1,256148
OR4C3,256144
OR4C46,119749
TRIM48,79097
OR4A16,81327
OR4A15,81328
OR4C15,81309
OR4C16,219428
OR4P4,81300
OR4S2,219431
OR4C6,219432
OR5D13,390142
OR5D14,219436
OR5L1,219437
OR5L2,26338
SPRYD5,84767
OR5AS1,219447
OR8I2,120586
OR8H2,390151
OR8H3,390152
OR5T3,390154
OR5T1,390155
OR8K3,219473
OR8K1,390157
OR8J1,219477
OR8U1,219417
OR5AR1,219493
OR9G1,390174
OR5AK2,390181
LRRC55,219527
P2RX3,5024
RTN4RL2,349667
SERPING1,710
CLP1,10978
ZDHHC5,25921
CTNND1,1500
C11orf31,280636
OR6Q1,219952
OR9Q1,219956
OR9Q2,219957
OR1S1,219959
ZFP91,80829
GLYATL1,92292
FAM111B,374393
FAM111A,63901
OR5AN1,390195
OR5A1,219982
OR4D6,219983
OR4D10,390197
OR4D11,219986
OR4D9,390199
STX3,6809
PLAC1L,219990
MS4A2,2206
MS4A4A,51338
MS4A6E,245802
MS4A14,84689
MS4A5,64232
MS4A1,931
MS4A12,54860
C11orf64,283197
MS4A8B,83661
MS4A15,219995
MS4A10,341116
CCDC86,79080
ZP1,22917
TMEM109,79073
TMEM132A,54972
CD6,923
CD5,921
PGA4,643847
DAK,26007
TMEM138,51524
TMEM216,51259
SDHAF2,54949
C11orf66,220004
RPLP0P2,113157
DAGLA,747
C11orf9,745
FEN1,2237
FADS2,9415
BEST1,7439
INCENP,3619
SCGB1D1,10648
SCGB2A1,4246
SCGB1D2,10647
SCGB2A2,4250
ASRGL1,80150
SCGB1A1,7356
ROM1,6094
C11orf83,790955
GNG3,2785
TTC9C,283237
POLR2G,5436
TAF6L,10629
TMEM179B,374395
SLC3A2,6520
SLC22A10,387775
SLC22A9,114571
LGALS12,85329
RARRES3,5920
RTN3,10313
C11orf84,144097
MARK2,2011
NAA40,79829
COX8A,1351
OTUB1,55611
FLRT1,23769
STIP1,10963
FERMT3,83706
NUDT22,84304
NUDT22,84304
DNAJC4,3338
VEGFB,7423
FKBP2,2286
PLCB3,5331
GPR137,56834
KCNK4,50801
ESRRA,2101
PRDX5,25824
CCDC88B,283234
RPS6KA4,8986
LOC439914,439914
SLC22A11,55867
SLC22A12,116085
PPP2R5B,5526
SNX15,29907
SAC3D1,29901
ZFPL1,7542
C11orf2,738
TM7SF2,7108
MRPL49,740
CAPN1,823
SLC22A20,440044
POLA2,23649
CDC42EP2,10435
DPF2,5977
TIGD3,220359
FRMD8,83786
SCYL1,57410
SSSCA1,10534
FAM89B,23625
SIPA1,6494
KAT5,10524
OVOL1,5017
SNX32,254122
MUS81,80198
CTSW,1521
CCDC85B,11007
DRAP1,10589
TSGA10IP,254187
SART1,9092
BANF1,8815
CST6,1474
SF3B2,10992
PACS1,55690
KLC2,64837
RAB1B,81876
CNIH2,254263
TMEM151A,256472
NPAS4,266743
PELI3,246330
DPP3,10072
BBS1,582
ACTN3,89
CCS,9973
RBM14,10432
RBM14,10432
RBM4,5936
C11orf80,79703
RCE1,9986
LRFN4,78999
SYT12,91683
RHOD,29984
KDM2A,22992
ADRBK1,156
ANKRD13D,338692
SSH3,54961
RAD9A,5883
CARNS1,57571
RPS6KB2,6199
CABP4,57010
AIP,9049
GSTP1,2950
NDUFV1,4723
ALDH3B1,221
NDUFS8,4728
TCIRG1,10312
LRP5,4041
PPP6R3,55291
GAL,51083
IGHMBP2,3508
TPCN2,219931
MYEOV,26579
CCND1,595
ANO1,55107
FADD,8772
PPFIA1,8500
CTTN,2017
C11orf76,220070
NADSYN1,55191
KRTAP5-7,440050
KRTAP5-9,3846
KRTAP5-10,387273
FAM86C,55199
DEFB108B,245911
RNF121,55298
IL18BP,10068
LRTOMT,220074
FOLR3,2352
FOLR2,2350
FOLR1,2348
INPPL1,3636
P2RY2,5029
P2RY6,5031
ARHGEF17,9828
RELT,84957
PLEKHB1,58473
MRPL48,51642
PAAF1,80227
DNAJB13,374407
PPME1,51400
POLD3,10714
SPCS2,9789
NEU3,10825
SLCO2B1,11309
RPS3,6188
SERPINH1,871
MOGAT2,80168
DGAT2,84649
UVRAG,7405
C11orf30,56946
TSKU,25987
ACER3,55331
B3GNT6,192134
CAPN5,726
OMP,4975
MYO7A,4647
AQP11,282679
RN28S1,100008589
THRSP,7069
KCTD21,283219
RPS28,6234
C11orf82,220042
PCF11,51585
ANKRD42,338699
TMEM126B,55863
TMEM126A,84233
CCDC83,220047
EED,8726
C11orf73,51501
CCDC81,60494
PRSS23,11098
TMEM135,65084
TYR,7299
FOLH1,2346
TRIM49L2,653111
NAALAD2,10003
MTNR1B,4544
CCDC67,159989
C11orf54,28970
MED17,9440
PANX1,24145
ANKRD49,54851
FUT4,2526
PIWIL4,143689
AMOTL1,154810
KDM4D,55693
ENDOD1,23052
CEP57,9702
JRKL,8690
CNTN5,53942
ARHGAP42,143872
C11orf70,85016
YAP1,10413
BIRC3,330
BIRC2,329
DDI1,414301
GRIA4,2893
AASDHPPT,60496
ELMOD1,55531
RAB39,54734
CUL5,8065
ACAT1,38
ATM,472
DDX10,1662
C11orf87,399947
FDX1,2230
C11orf53,341032
C11orf88,399949
LAYN,143903
SIK2,23235
C11orf1,64776
HSPB2,3316
C11orf52,91894
DIXDC1,85458
DLAT,1737
C11orf57,55216
SDHD,6392
BCO2,83875
TEX12,56158
PTS,5805
LOC100132686,100132686
NCAM1,4684
TTC12,54970
ANKK1,255239
HTR3B,9177
HTR3A,3359
ZBTB16,7704
NNMT,4837
RBM7,10179
REXO2,25996
FAM55B,120406
APOC3,345
PAFAH1B2,5049
SIDT2,51092
TAGLN,6876
RNF214,257160
CEP164,22897
IL10RA,3587
TMPRSS4,56649
CD3E,916
CD3G,917
UBE4A,9354
ATP5L,10632
MLL,4297
MLL,4297
TMEM25,84866
ARCN1,372
PHLDB1,23187
CXCR5,643
UPK2,7379
FOXR1,283150
CCDC84,338657
TRAPPC4,51399
VPS11,55823
HMBS,3145
C2CD2L,9854
HINFP,25988
ABCG4,64137
NLRX1,79671
PDZD3,79849
CBL,867
RNF26,79102
LOC100499227,100499227
OAF,220323
POU2F3,25833
TMEM136,219902
ARHGEF12,23365
GRIK4,2900
TBCEL,219899
TECTA,7007
SC5DL,6309
SORL1,6653
UBASH3B,84959
CRTAM,56253
C11orf63,79864
GRAMD1B,57476
OR8D4,338662
OR4D5,219875
OR10G4,390264
OR10G9,219870
OR10G8,219869
VWA5A,4013
OR8G5,219865
OR8A1,390275
PANX3,116337
TBRG1,84897
SPA17,53340
NRGN,4900
ROBO3,64221
HEPN1,641654
CCDC15,80071
SLC37A2,219855
PKNOX2,63876
EI24,9538
STT3A,3703
CHEK1,1111
PATE1,160065
HYLS1,219844
DDX25,29118
FAM118B,79607
FOXRED1,55572
TIRAP,114609
DCPS,28960
ST3GAL4,6484
NCRNA00288,283165
FLI1,2313
KCNJ5,3762
BARX2,8538
TMEM45B,120224
APLP2,334
ST14,6768
ADAMTS15,170689
C11orf44,283171
NTM,50863
JAM3,83700
VPS26B,112936
ACAD8,27034
GLB1L3,112937
GLB1L2,89944
BET1L,51272
SIRT3,23410
IFITM3,10410
SIGIRR,59307
RNH1,6050
HRAS,3265
C11orf35,256329
IRF7,3665
CDHR5,53841
SCT,6343
DEAF1,10522
PDDC1,347862
CEND1,51286
SLC25A22,79751
LRDD,55367
POLR2L,5441
CHID1,66005
TOLLIP,54472
MOB2,81532
DUSP8,1850
KRTAP5-1,387264
KRTAP5-2,440021
KRTAP5-3,387266
KRTAP5-4,387267
CTSD,1509
IGF2,3481
IGF2,3481
INS,3630
TH,7054
ASCL2,430
C11orf21,29125
TRPM5,29850
CDKN1C,1028
SLC22A18AS,5003
PHLDA2,7262
NAP1L4,4676
CARS,833
OSBPL5,114879
ZNF195,7748
ART5,116969
CHRNA10,57053
NUP98,4928
RHOG,391
OR52B4,143496
TRIM21,6737
C11orf40,143501
TRIM68,55128
OR51E2,81285
OR51F1,256892
OR52R1,119695
OR51S1,119692
OR51G2,81282
OR51G1,79324
OR51A4,401666
OR51A2,401667
OR52E2,119678
OR52A4,390053
OR52A5,390054
OR52A1,23538
OR51V1,283111
HBB,3043
HBD,3045
HBG1,3047
HBE1,3046
OR51B4,79339
OR51B2,79345
OR51I1,390063
UBQLN3,50613
UBQLNL,143630
OR52H1,390067
TRIM5,85363
OR52N5,390075
OR52N1,79473
OR52E6,390078
OR52E8,390079
OR52L1,338751
OR56A4,120793
OR56A1,120796
FAM160A2,84067
PRKCDBP,112464
APBB1,322
HPX,3263
TRIM3,10612
ARFIP2,23647
RRP8,23378
TAF10,6881
TPP1,1200
DCHS1,8642
MRPL17,63875
OR6A2,8590
OR2D2,120776
ZNF214,7761
CYB5R2,51700
OVCH2,341277
OR5P2,120065
OR5P3,120066
OR10A6,390093
OR10A3,26496
RIC3,79608
LMO1,4004
STK33,65975
ST5,6764
C11orf16,56673
ASCL3,56676
TMEM9B,56674
NRIP3,56675
SCUBE2,57758
DENND5A,23258
SBF2,81846
GNG10,2790
EIF4G2,1982
RNF141,50862
LYVE1,10894
MRVI1,10335
ZBED5,58486
GALNTL4,374378
CSNK2A1P,283106
DKK3,27122
BTBD10,84280
PTH,5741
RRAS2,22800
COPB1,1315
PSMA1,5682
CYP2R1,120227
CYP2R1,120227
CALCA,796
SOX6,55553
PLEKHA7,144100
RPL36A,6173
RPS13,6207
PIK3C2A,5286
KCNJ11,3767
ABCC8,6833
USH1C,10083
SERGEF,26297
TPH1,7166
SAAL1,113174
SAA3P,6290
SAA4,6291
SAA1,6288
HPS5,11234
TSG101,7251
UEVLD,55293
SPTY2D1,144108
IGSF22,283284
PTPN5,84867
MRGPRX1,259249
MRGPRX2,117194
CSRP3,8048
E2F8,79733
FANCF,2188
RPL36AP40,554234
MUC15,143662
SLC5A12,159963
CCDC34,91057
LGR4,55366
LIN7C,55327
BDNF,627
KIF18A,81930
KCNA4,3739
MPPED2,744
DCDC5,196296
DCDC1,341019
IMMP1L,196294
PAX6,5080
WT1,7490
CCDC73,493860
CSTF3,1479
CD59,966
FBXO3,26273
LMO2,4005
ABTB2,25841
ELF5,2001
APIP,51074
SLC1A2,6506
PAMR1,25891
COMMD9,29099
COMMD9,29099
TRAF6,7189
RAG2,5897
LRRC4C,57689
ALX4,60529
TP53I11,9537
SYT13,57586
CHST1,8534
PEX16,9409
PHF21A,51317
CHRM4,1132
AMBRA1,55626
RPS10,6204
HARBI1,283254
ARHGAP1,392
CKAP5,9793
ARFGAP2,84364
PACSIN3,29763
NUP160,23279
ACP2,53
MYBPC3,4607
SPI1,6688
PSMC3,5702
RAPSN,5913
CELF1,10658
KBTBD4,55709
C1QTNF4,114900
MTCH2,23788
AGBL2,79841
FNBP4,23360
FOLH1,2346
OR4C12,283093
LOC441601,441601
OR4A5,81318
OR4C11,219429
OR5W2,390148
OR5I1,10798
OR7E5P,219445
OR8J3,81168
OR8K5,219453
OR5T2,219464
OR8H1,219469
OR5R1,219479
OR5M9,390162
OR5M3,219482
OR5M8,219484
OR5M10,390167
OR5M11,219487
OR5M1,390168
OR5AP2,338675
OR9G4,283189
APLNR,187
TNKS1BP1,85456
SSRP1,6749
PRG3,10394
PRG2,5553
SLC43A3,29015
SLC43A1,8501
TIMM10,26519
UBE2L6,9246
YPEL4,219539
MED19,219541
OR9I1,219954
OR1S2,219958
OR10Q1,219960
OR10W1,81341
OR5B12,390191
OR5B21,219968
LPXN,9404
GLYAT,10249
GLYATL2,219970
OSBP,5007
PATL1,219988
OR10V1,390201
FABP5,2171
MRPL16,54948
GIF,2694
TCN1,6947
MS4A6A,64231
GPR44,11251
PRPF19,27339
SLC15A3,51296
VPS37C,55048
VWCE,220001
DDB1,1642
CYBASC3,220002
CPSF7,79869
SYT7,9066
DKFZP434K028,26070
C11orf10,746
FADS1,3992
FADS3,3995
RAB3IL1,5866
FTH1,2495
SCGB1D4,404552
AHNAK,79026
EEF1G,1937
TUT1,64852
MTA2,9219
EML3,256364
B3GAT3,26229
GANAB,23193
INTS5,80789
C11orf48,79081
UBXN1,51035
LRRN4CL,221091
BSCL2,26580
ZBTB3,79842
NXF1,10482
STX5,6811
WDR74,54663
CHRM1,1128
SLC22A6,9356
SLC22A8,9376
SLC22A24,283238
SLC22A25,387601
HRASLS5,117245
HRASLS2,54979
PLA2G16,11145
ATL3,25923
ATL3,25923
RCOR2,283248
MACROD1,28992
TRPT1,83707
PPP1R14B,26472
BAD,572
TRMT112,51504
NRXN2,9379
RASGRP2,10235
PYGM,5837
SF1,7536
MAP4K2,5871
MEN1,4221
CDC42BPG,55561
EHD1,10938
GPHA2,170589
BATF2,116071
NAALADL1,10004
CDCA5,113130
ZNHIT2,741
FAU,2197
SYVN1,84447
SLC25A45,283130
LTBP3,4054
KCNK7,10089
MAP3K11,4296
RELA,5970
RNASEH2C,84153
DKFZp761E198,91056
CFL1,1072
EFEMP2,30008
FIBP,9158
FOSL1,8061
C11orf68,83638
EIF1AD,84285
CATSPER1,117144
GAL3ST3,89792
YIF1A,10897
CD248,57124
RIN1,9610
BRMS1,25855
B3GNT1,11041
SLC29A2,3177
MRPL11,65003
ZDHHC24,254359
CTSF,8722
CCDC87,55231
RBM4B,83759
SPTBN2,6712
PC,5091
LOC100505593,100505593
POLD4,57804
CLCF1,23529
PPP1CA,5499
PTPRCAP,5790
CORO1B,57175
GPR152,390212
TMEM134,80194
PITPNM1,9600
CDK2AP2,10263
CABP2,51475
C11orf72,283135
NUDT8,254552
TBX10,347853
ACY3,91703
ALDH3B2,222
UNC93B1,81622
CHKA,1119
SUV420H1,51111
C11orf24,53838
MTL5,9633
CPT1A,1374
MRPL21,219927
MRGPRD,116512
MRGPRF,116535
CCND1,595
ORAOV1,220064
FGF19,9965
FGF4,2249
FGF3,2248
SHANK2,22941
FLJ42102,399923
DHCR7,1717
KRTAP5-11,440051
NUMA1,4926
C11orf59,55004
C11orf51,25906
PHOX2A,401
CLPB,81570
PDE2A,5138
ARAP1,116985
STARD10,10809
FCHSD2,9873
FAM168A,23201
RAB6A,5870
CHCHD8,51287
C2CD3,26005
DNAJB13,374407
UCP2,7351
UCP3,7352
P4HA3,283208
PGM2L1,283209
KCNE3,10008
CHRDL2,25884
XRRA1,143570
OR2AT4,341152
ARRB1,408
KLHL35,283212
GDPD5,81544
MAP6,4135
WNT11,7481
PRKRIR,5612
PRKRIR,5612
GUCY2E,390226
GDPD4,220032
PAK1,5058
CLNS1A,1207
RSF1,51773
RPS20P27,729927
INTS4,92105
KCTD14,65987
NDUFC2,4718
ALG8,79053
GAB2,9846
NARS2,79731
FAM181B,220382
PRCP,5547
RAB30,27314
CCDC90B,60492
DLG2,1740
DLG2,1740
CREBZF,58487
CCDC89,220388
SYTL2,54843
PICALM,8301
ME3,10873
FZD4,8322
RAB38,23682
CTSC,1075
GRM5,2915
NOX4,50507
TRIM49,57093
CHORDC1,26973
SLC36A4,120103
C11orf75,56935
TAF1D,79101
GPR83,10888
MRE11A,4361
CWC15,51503
SESN3,143686
FAM76B,143684
MTMR2,8898
MAML2,84441
LOC100131541,100131541
CCDC82,79780
PGR,5241
TRPC6,7225
ANGPTL5,253935
TMEM123,114908
MMP7,4316
MMP20,9313
MMP27,64066
MMP8,4317
MMP10,4319
MMP1,4312
MMP3,4314
MMP12,4321
MMP13,4322
DCUN1D5,84259
PDGFD,80310
CASP12,120329
CASP4,837
CASP5,838
CASP1,834
CASP1,834
CARD18,59082
KIAA1826,84437
KBTBD3,143879
GUCY1A2,2977
CWF19L2,143884
ALKBH8,91801
SLN,6588
SLC35F2,54733
NPAT,4863
C11orf65,160140
KDELC2,143888
EXPH5,23086
RDX,5962
ARHGAP20,57569
C11orf92,399948
POU2AF1,5450
BTG4,54766
PPP2R1B,5519
ALG9,79796
FDXACB1,91893
PIH1D2,120379
TIMM8B,26521
IL18,3606
DRD2,1813
TMPRSS5,80975
ZW10,9183
USP28,57646
C11orf71,54494
FAM55A,120400
FAM55D,54827
CADM1,23705
BUD13,84811
ZNF259,8882
APOA5,116519
APOA4,337
APOA1,335
SIK3,23387
PCSK7,9159
BACE1,23621
DSCAML1,57453
FXYD2,486
FXYD6,53826
TMPRSS13,84000
SCN4B,6330
SCN2B,6327
AMICA1,120425
MPZL3,196264
MPZL2,10205
CD3D,915
IFT46,56912
TREH,11181
DDX6,1656
BCL9L,283149
RPL23AP64,649946
RPS25,6230
SLC37A4,2542
HYOU1,10525
H2AFX,3014
DPAGT1,1798
MCAM,4162
C1QTNF5,114902
C1QTNF5,114902
USP2,9099
THY1,7070
PVRL1,5818
TRIM29,23650
BLID,414899
HSPA8,3312
ASAM,79827
SCN3B,55800
ZNF202,7753
OR6X1,390260
OR6M1,390261
OR6T1,219874
OR10S1,219873
OR10G7,390265
OR8D1,283159
OR8D2,283160
OR8B4,283162
OR8B8,26493
OR8B12,219858
SIAE,54414
VSIG2,23584
ESAM,90952
C11orf61,79684
LOC100130428,100130428
ROBO4,54538
HEPACAM,220296
FEZ1,9638
ACRV1,56
PATE2,399967
PUS3,83480
CDON,50937
RPUSD4,84881
SRPR,6734
KIRREL3,84623
DNAJB6,10049
ETS1,2113
KCNJ1,3758
C11orf45,219833
TP53AIP1,63970
ARHGAP32,9743
FLJ45950,399975
NFRKB,4798
PRDM10,56980
ZBTB44,29068
ADAMTS8,11095
SNX19,399979
C11orf39,399980
OPCML,4978
SPATA19,219938
LOC283174,283174
IGSF9B,22997
NCAPD3,23310
THYN1,29087
B3GAT1,27087
IQSEC3,440073
WNK1,65125
CCDC77,84318
B4GALNT3,283358
WNK1,65125
ERC1,23085
WNT5B,81029
ADIPOR2,79602
CACNA1C,775
CACNA1C,775
FKBP4,2288
ITFG2,55846
C12orf32,83695
TULP3,7289
TEAD4,7004
TSPAN9,10867
TSPAN9,10867
PRMT8,56341
CCND2,894
C12orf5,57103
RAD51AP1,10635
DYRK4,8798
NDUFA9,4704
GALNT8,26290
KCNA6,3742
KCNA1,3736
KCNA5,3741
NTF3,4908
CD9,928
PLEKHG6,55200
LTBR,4055
CD27,939
TAPBPL,55080
NCAPD2,9918
GAPDH,2597
ZNF384,171017
COPS7A,50813
PTMS,5763
LAG3,3902
CD4,920
GPR162,27239
LEPREL2,10536
GNB3,2784
USP5,8078
TPI1,7167
RPL13P5,283345
DSTNP2,171220
LRRC23,10233
ENO2,2026
ATN1,1822
C12orf57,113246
PTPN6,5777
EMG1,10436
C1S,716
LOC283314,283314
CLSTN3,9746
PEX5,5830
DPPA3,359787
NANOGNB,360030
NANOG,79923
NANOGP1,404635
FOXJ2,55810
NECAP1,25977
CLEC4A,50856
ZNF705A,440077
CLEC6A,93978
CLEC4D,338339
RIMKLB,57494
A2ML1,144568
PHC1,1911
KLRG1,10219
CLEC2D,29121
KLRF1,51348
CLEC12A,160364
CLEC12B,387837
CLEC9A,283420
C12orf59,120939
GABARAPL1,23710
KLRD1,3824
PRH2,5555
ETV6,2120
BCL2L14,79370
LOH12CR1,118426
CREBL2,1389
CDKN1B,1027
APOLD1,81575
DDX47,51202
GPRC5A,9052
EMP1,2012
ATF7IP,55729
H2AFJ,55766
C12orf60,144608
PDE6H,5149
PTPRO,5800
STRAP,11171
DERA,51071
MGST1,4257
PIK3C2G,5288
CAPZA3,93661
PLEKHA5,54477
AEBP2,121536
PDE3A,5139
SLCO1C1,53919
SLCO1B3,28234
SLCO1B1,10599
IAPP,3375
PYROXD1,79912
GOLT1B,51026
C12orf39,80763
CMAS,55907
ETNK1,55500
LRMP,4033
LYRM5,144363
RASSF8,11228
SSPN,8082
FGFR1OP2,26127
MED21,9412
STK38L,23012
ARNTL2,56938
PPFIBP1,8496
MRPS35,60488
KLHDC5,57542
CCDC91,55297
FAR2,55711
TSPAN11,441631
DDX11,1663
FLJ13224,79857
C12orf72,254013
C12orf35,55196
BICD1,636
FGD4,121512
DNM1L,10059
ALG10,84920
C12orf40,283461
CNTN1,1272
PDZRN4,29951
PPHLN1,51535
IRAK4,51135
TMEM117,84216
FAM113B,91523
SLC48A1,55652
TMEM106C,79022
PFKM,5213
H1FNT,341567
ANP32D,23519
C12orf54,121273
OR8S1,341568
CACNB3,784
CCDC65,85478
WNT1,7471
TUBA1C,84790
PRPH,5630
TROAP,10024
DNAJC22,79962
SPATS2,65244
KCNH3,23416
PRPF40B,25766
TMBIM6,7009
AQP2,359
AQP5,362
AQP6,363
ACCN2,41
SMARCD1,6602
GPD1,2819
C12orf62,84987
LARP4,113251
DIP2B,57609
DIP2B,57609
ATF1,466
TMPRSS12,283471
METTL7A,25840
LETMD1,25875
DAZAP2,9802
SLC4A8,9498
SCN8A,6334
FLJ33996,283401
ANKRD33,341405
ACVRL1,94
ACVR1B,91
GRASP,160622
NR4A1,3164
C12orf44,60673
KRT7,3855
KRT86,3892
KRT18,3875
TENC1,23371
IGFBP6,3489
SOAT2,8435
ZNF740,283337
MFSD5,84975
ESPL1,9700
PFDN5,5204
C12orf10,60314
SP1,6667
AMHR2,269
PRR13,54458
PCBP2,5094
TARBP2,6895
HOXC13,3229
HOXC12,3228
HOXC11,3227
HOXC10,3226
HOXC6,3223
HOXC9,3225
HOXC8,3224
HNRNPA1,3178
COPZ1,22818
NCKAP1L,3071
PDE1B,5153
MUCL1,118430
NEUROD4,58158
OR6C74,254783
OR9K2,441639
OR6C1,390321
OR6C3,254786
OR6C76,390326
OR6C2,341416
METTL7B,196410
BLOC1S1,2647
RDH5,5959
GDF11,10220
ORMDL2,29095
MMP19,4327
DGKA,1606
CDK2,1017
RAB5B,5869
SUOX,6821
IKZF4,64375
RPS26,6231
ERBB3,2065
PA2G4,5036
RPL41,6171
ZC3H10,84872
ESYT1,23344
MYL6B,140465
MYL6,4637
OBFC2B,79035
SLC39A5,283375
COQ10A,93058
IL23A,51561
SPRYD4,283377
RBMS2,5939
HSD17B6,8630
GPR182,11318
HBCBP,100130083
NAB2,4665
LRP1,4035
NXPH4,11247
SHMT2,6472
INHBC,3626
INHBE,83729
GLI1,2735
MARS,4141
MBD6,114785
KIF5A,3798
KIF5A,3798
PIP4K2C,79837
DTX3,196403
ARHGEF25,115557
SLC26A10,65012
OS9,10956
TSPAN31,6302
9-Mar,92979
FAM119B,25895
TSFM,10102
XRCC6BP1,91419
USP15,9958
MON2,23041
RPL14,9045
TMEM5,10329
SRGAP1,57522
XPOT,11260
TBK1,29110
RASSF3,283349
LEMD3,23592
MSRB3,253827
